"participant_id","occasion_id","group","b_demo_age_1","b_demo_gender_1","b_demo_education_1","b_demo_work_1_rec","b_demo_kids_1_rec","b_corona_risk_1","app_group","b_igts_belief","b_igts_prefer","f_install","f_install_reason_1","f_install_other_1","f_app_risk","f_app_risk_other","f_bluetooth","f_install_reason_2","f_install_other_2","f_install_reason_3","f_install_other_3","f_advertisement","f_app_relevant_information","f_first_nonNA","f_fst_chng_2or3_to_1","f_ever_installed","f_app_risk_once","f_install_other_1_coded","f_install_other_1_coded_new","f_install_other_3_coded","f_install_other_3_coded_new"
278,112484,2,21,2,14,"in Ausbildung",0,2,1,4.8,5.75,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
279,46212,1,57,1,11,"Voll erwerbstätig",1,2,2,4.2,5.25,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
280,23349,1,44,2,16,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,3.6,3.25,2,NA,NA,NA,NA,NA,NA,NA,"1, 2, 4, 8","Ich möchte keine Ortungsdienste aktivieren.",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","16","M"
282,74601,2,74,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,6,5.5,2,NA,NA,NA,NA,NA,NA,NA,"2, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
283,10977,2,27,2,13,"Voll erwerbstätig",0,2,1,5.2,4.5,1,"1, 2",NA,2,NA,2,"2",NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
284,102942,1,31,2,18,"Voll erwerbstätig",0,2,2,3.2,4.5,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,1,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
285,36052,1,71,1,21,"Sonstiges",1,1,1,3.4,3.25,1,"1, 2, 4, 5",NA,3,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA
288,4982,1,36,1,18,"Voll erwerbstätig",0,2,2,3,3.75,2,NA,NA,NA,NA,NA,NA,NA,"1, 7",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
292,13802,1,36,1,21,"Voll erwerbstätig",0,2,1,5.2,5.75,1,"1, 2, 5",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
294,92209,2,50,2,19,"Voll erwerbstätig",1,2,1,5.4,5.5,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
295,109046,1,52,2,16,"Voll erwerbstätig",1,2,2,5.2,4,2,NA,NA,NA,NA,NA,NA,NA,"1, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
301,3170,2,30,2,23,"in Ausbildung",1,1,1,5.8,6.25,1,"1, 2, 3",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
306,11234,2,28,2,19,"in Ausbildung",0,2,1,4.8,4.5,1,"1, 2, 4",NA,2,NA,2,"2, 7","Zuhause ist sie nicht an",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
312,118191,2,63,2,11,"Nicht erwerbstätig",1,2,1,5.2,4.5,1,"4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
313,7543,2,31,2,20,"Voll erwerbstätig",0,2,1,5.6,4,1,"1",NA,4,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
316,38831,1,57,2,20,"Voll erwerbstätig",1,2,2,5,6.5,2,NA,NA,NA,NA,NA,NA,NA,"4, 5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
317,118265,2,68,2,16,"Nicht erwerbstätig",1,1,1,7,5.5,1,"4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
321,56107,2,57,1,18,"Voll erwerbstätig",1,2,1,4.2,5.75,1,"1, 2, 3, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
324,41459,2,20,1,13,"in Ausbildung",0,2,1,5.2,3.5,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
325,4867,1,52,2,18,"Voll erwerbstätig",1,2,1,6,5.5,1,"2, 3",NA,1,NA,2,"1, 2",NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
326,59522,1,63,2,15,"Voll erwerbstätig",1,2,1,4.8,5.5,1,"1, 4",NA,5,"Unbekannt, da es einen Bug gibt und dieser immer noch nicht behoben ist.",1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
327,43782,2,55,2,14,"Voll erwerbstätig",1,2,1,3.6,3.75,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
328,108959,1,34,1,21,"Voll erwerbstätig",0,2,1,4.6,4.5,1,"1, 2, 4",NA,1,NA,2,"6",NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
329,9149,1,42,2,18,"Nicht erwerbstätig",1,1,2,3,1.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
330,87422,1,33,1,19,"Voll erwerbstätig",0,2,1,3.6,3.75,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
331,99787,2,41,2,18,"Voll erwerbstätig",0,2,1,3.6,4.75,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
332,24096,2,56,2,20,"Voll erwerbstätig",1,2,2,4.8,5.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,1,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
334,21360,2,32,2,21,"Voll erwerbstätig",0,2,1,5,5.5,1,"4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
335,77326,1,26,1,20,"in Ausbildung",0,2,2,5.2,5,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
340,56203,1,37,2,12,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5.8,5.25,1,"1, 2",NA,2,NA,2,"2, 7","Zu Hause sehe ich keinen Nutzen der App",NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
348,96825,2,36,2,20,"Nicht erwerbstätig",1,2,2,4,4.5,2,NA,NA,NA,NA,NA,NA,NA,"3, 5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
349,58245,1,45,2,18,"Voll erwerbstätig",1,2,2,4.2,5,2,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
350,68485,1,29,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,4.4,4,1,"1, 2, 3",NA,2,NA,2,"7","Keine kritischen Aktivitäten (wie zb. öpnv, Einkaufen, Restaurant) gemacht heute ",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
355,81495,1,50,2,10,"Sonstiges",0,1,1,5.4,5,1,"2",NA,4,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
357,96940,1,20,2,15,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,2,4.4,4.5,2,NA,NA,NA,NA,NA,NA,NA,"1, 3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
360,7130,1,33,2,20,"Voll erwerbstätig",1,2,1,4.2,6.5,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
366,36919,1,19,1,13,"in Ausbildung",0,2,2,4.2,4.25,2,NA,NA,NA,NA,NA,NA,NA,"2",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
373,48490,2,21,2,14,"in Ausbildung",0,2,1,5.4,4.5,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
374,10163,2,23,2,14,"in Ausbildung",0,2,1,5,4.75,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
381,11911,2,41,1,32,"in Ausbildung",0,1,1,4.6,5.25,1,"2, 4",NA,2,NA,2,"6",NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
387,50419,2,50,2,21,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,1.2,4,2,NA,NA,NA,NA,NA,NA,NA,"1, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
388,114785,1,63,2,18,"Nicht erwerbstätig",1,2,1,5,4,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
390,30979,1,63,2,19,"Sonstiges",1,1,1,4.8,4.75,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
395,85660,1,61,2,20,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,1,5,5.5,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
396,89178,2,33,2,20,"Nicht erwerbstätig",1,2,1,3.8,5,1,"1, 2, 3, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
398,115460,2,60,2,15,"Voll erwerbstätig",0,1,1,4.4,NA,1,"1, 4",NA,2,NA,2,"7","Ich war die meiste Zeit zuhause. ",NA,NA,1,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
405,78350,2,50,2,21,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,6,6.5,2,NA,NA,NA,NA,NA,NA,NA,"5, 6",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
411,35996,2,32,2,20,"Voll erwerbstätig",0,2,1,4.8,3.75,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
413,87072,1,34,2,19,"Voll erwerbstätig",0,2,2,6,5.5,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
414,4383,2,32,2,26,"in Ausbildung",0,2,2,3,2.75,2,NA,NA,NA,NA,NA,NA,NA,"1, 2, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
415,737,2,21,2,15,"in Ausbildung",0,2,1,3.4,2.75,1,"1, 2, 3",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
417,22644,1,54,2,18,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,1,1,4.8,5.25,1,"4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
421,2624,1,26,2,20,"in Ausbildung",0,2,1,6,4.5,1,"1, 2, 3",NA,1,NA,2,"6, 7","App erst im Laufe des Tages installiert",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
441,105757,2,59,2,12,"Voll erwerbstätig",0,1,1,4,3.5,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
443,117624,2,23,2,14,"in Ausbildung",0,1,1,5.4,4.75,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
444,34509,2,67,2,20,"Sonstiges",1,2,1,2.8,4,1,"1, 2, 3, 4",NA,NA,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
445,98776,2,45,2,17,"Voll erwerbstätig",1,2,2,2.2,5.25,2,NA,NA,NA,NA,NA,NA,NA,"8","Bluetooth ist gefährlich und das ist für mich vorsätzlich ",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","15","M"
446,112144,2,27,2,18,"Sonstiges",0,2,2,5,4,2,NA,NA,NA,NA,NA,NA,NA,"2, 8","Ich mag keine Apps, die nur Platz wegnehmen, und hasse es, dass jede Kleinigkeit über eine eigene App laufen soll.",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","11b","A"
449,40035,1,68,2,20,"Sonstiges",1,1,1,2.8,4.5,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
450,78964,2,66,2,19,"Sonstiges",1,1,1,4.4,5,1,"2, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
452,11605,2,54,2,18,"in Ausbildung",1,1,1,4.2,4.25,1,"2, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,TRUE,NA,NA,NA,NA
455,82238,2,32,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,3.8,5,1,"1, 2, 4",NA,1,NA,2,"7","Zuhause BT & Standort standardmäßig deaktiviert & einmal vergessen beides wieder zu aktivieren beim Kind abholen",NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
459,91398,1,28,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,1,5,5,1,"2",NA,1,NA,2,"7","Im Haus sehe ich dafür wenig Notwendigkeit ",NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
463,680,2,19,2,13,"in Ausbildung",0,2,2,5.8,4.75,2,NA,NA,NA,NA,NA,NA,NA,"5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
465,59694,1,19,2,12,"Sonstiges",0,2,2,6.2,4.5,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
466,115709,1,30,2,22,"Voll erwerbstätig",0,2,1,5,6,1,"4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
471,106864,1,50,1,23,"Voll erwerbstätig",0,2,1,4.8,5,1,"1, 2, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
475,76552,1,32,2,19,"Voll erwerbstätig",0,2,1,5.2,5.25,1,"1, 2, 4",NA,2,NA,2,"7","Flugmodus in der Nacht/zu Hause (ohne Menschenkontakt)",NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
479,26704,2,78,1,19,"Sonstiges",1,2,2,2.8,6,2,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
483,47815,2,31,1,16,"Voll erwerbstätig",0,2,1,5.8,4.75,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
486,60343,1,62,2,17,"Voll erwerbstätig",1,2,1,4.4,4.5,1,"4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
499,75098,1,33,2,17,"Voll erwerbstätig",0,2,2,4.8,5.75,2,NA,NA,NA,NA,NA,NA,NA,"2, 5",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
502,86556,2,46,2,18,"Voll erwerbstätig",1,2,1,5.6,4.5,1,"4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
507,101666,2,56,1,17,"Voll erwerbstätig",1,1,2,5,5.5,2,NA,NA,NA,NA,NA,NA,NA,"2, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
508,74068,1,22,2,14,"in Ausbildung",0,2,2,6,4.75,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
513,16673,2,41,2,27,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,4.4,4.25,1,"2, 4",NA,1,NA,2,"7","Zu Hause ohne fremde Kontakte Bluetooth abgeschaltet",NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
518,64763,2,25,2,18,"in Ausbildung",0,2,1,1.6,2.25,1,"1, 3, 4",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
521,44245,1,28,2,18,"Nicht erwerbstätig",1,2,1,5.2,5.25,1,"4",NA,1,NA,2,"2, 7","Solange ich mich in meiner Wohnung befinde, lasse ich die Funktion ausgeschaltet.",NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
523,101309,1,53,2,17,"Voll erwerbstätig",1,1,1,5.4,3,1,"2, 3, 4",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
524,20689,1,55,2,16,"Sonstiges",0,1,1,5,4.75,1,"3",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
525,104874,1,57,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5,4.25,1,"1, 4",NA,1,NA,2,"7","Die Risiko-Ermittlung ist noch nicht lange genug aktiviert.",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
529,90834,1,59,2,20,"Voll erwerbstätig",0,2,1,5.4,4.75,1,"1, 2, 4, 5",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
530,3374,2,38,2,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,5,4.5,1,"1, 2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
537,72943,2,26,2,18,"Voll erwerbstätig",0,2,1,3.4,4.75,1,"1, 2, 3, 4",NA,2,NA,2,"6",NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
538,33671,2,32,2,23,"in Ausbildung",0,2,1,5.6,4.5,1,"1, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
541,29035,1,35,2,NA,"Voll erwerbstätig",0,2,2,5,4.25,2,NA,NA,NA,NA,NA,NA,NA,"1, 4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
543,7830,1,33,2,20,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,1,1,4.6,4.75,1,"2",NA,1,NA,3,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
548,84452,1,71,2,18,"Sonstiges",0,1,1,7,5.75,1,"1, 2",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
555,101814,1,27,2,22,"in Ausbildung",0,2,1,4.8,NA,1,"2, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
558,92824,2,55,2,13,"Voll erwerbstätig",1,2,2,4.8,5,2,NA,NA,NA,NA,NA,NA,NA,"8","Panikmache, macht nur Sinn, wenn es Pflicht wäre",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","18, 17","D, D"
560,17887,1,21,2,3,"in Ausbildung",0,2,1,NA,4.5,1,"1",NA,2,NA,2,"2, 6",NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
561,98635,1,58,2,13,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,4,4,1,"1, 4",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
562,47016,2,40,2,24,"Nicht erwerbstätig",1,2,2,5,5.75,2,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
563,39278,2,50,2,20,"Voll erwerbstätig",0,2,2,5.4,5.25,2,NA,NA,NA,NA,NA,NA,NA,"3",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
569,61107,2,22,2,16,"in Ausbildung",0,2,2,5.4,5,2,NA,NA,NA,NA,NA,NA,NA,"4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
577,115968,2,61,2,17,"Voll erwerbstätig",1,2,2,4.8,5.5,2,NA,NA,NA,NA,NA,NA,NA,"8","Habe mich noch nicht genügend über die nun fertige App informiert",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","14a","E"
579,102273,1,21,2,NA,"in Ausbildung",0,2,2,6,4,2,NA,NA,NA,NA,NA,NA,NA,"2, 4, 7",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
581,85309,2,25,1,21,"in Ausbildung",0,1,1,5.8,3.25,1,"1, 2, 4, 5",NA,1,NA,2,"2, 7","Haus nicht verlassen, daher kein Mehrwert",NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
584,22726,2,53,2,NA,"Voll erwerbstätig",0,2,1,4.6,2.5,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
585,10073,1,26,2,NA,"in Ausbildung",0,1,1,2.8,4.25,1,"1",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
586,48687,2,55,2,16,"Voll erwerbstätig",0,2,1,4.6,4.75,1,"1",NA,1,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
588,114630,2,44,1,19,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",0,2,2,3.6,4,2,NA,NA,NA,NA,NA,NA,NA,"7",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
590,37810,1,56,2,19,"Sonstiges",0,2,1,4.8,5.75,1,"1, 4",NA,2,NA,2,"7","Mein Smartphone hat ein Problem und schaltet sich immer wieder ab.",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
593,53522,2,37,2,10,"Voll erwerbstätig",1,2,2,4,4.5,2,NA,NA,NA,NA,NA,NA,NA,"1",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
594,110601,1,76,2,18,"Nicht erwerbstätig",0,1,1,3,3,1,"3",NA,2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
596,63532,2,36,2,12,"Voll erwerbstätig",1,2,1,3.8,4.25,1,"6","Wollte ausprobieren",2,NA,3,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,"6","E","",""
598,46866,1,19,2,12,"in Ausbildung",0,2,1,5.8,5.5,1,"2",NA,4,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
602,64076,1,34,2,18,"Voll erwerbstätig",0,2,2,4.4,NA,2,NA,NA,NA,NA,NA,NA,NA,"4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
604,118182,1,42,2,19,"Voll erwerbstätig",1,2,2,3.8,5,2,NA,NA,NA,NA,NA,NA,NA,"4",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
605,79784,1,40,2,21,"Voll erwerbstätig",0,2,1,3.2,4,1,"2",NA,1,NA,2,"6",NA,NA,NA,2,TRUE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA
607,24301,2,63,1,14,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,2,2.4,5.75,2,NA,NA,NA,NA,NA,NA,NA,"2",NA,2,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA
613,11821,2,47,2,17,"in Ausbildung",0,2,2,3.8,4.25,2,NA,NA,NA,NA,NA,NA,NA,"8","Ich denke nicht, dass Erkrankte ihre Infektion melden",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","10","D"
614,98221,1,56,2,15,"Teilzeitbeschäftigt (auch bei parallelen Teilzeittätigkeiten)",1,2,1,4.4,3.75,1,"1, 2, 3, 4",NA,2,NA,1,NA,NA,NA,NA,1,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
615,80529,2,24,1,17,"in Ausbildung",0,2,1,4.6,3.5,1,"2, 4",NA,4,NA,2,"7","Noch nicht eingerichtet",NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
619,27034,2,61,2,17,"Sonstiges",1,2,2,4.6,5,2,NA,NA,NA,NA,NA,NA,NA,"4, 8","Was soll ich mit der Information anfangen? An wen soll ich mich wenden? Soll ich ihn freiwillige Quarantäne gehen Fragezeichen zum Gesundheitsamt?",2,TRUE,TRUE,FALSE,FALSE,FALSE,"","","14a","E"
624,110938,2,41,2,16,"Voll erwerbstätig",0,2,1,4.4,4.5,1,"1, 2",NA,1,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,NA,NA
626,47068,1,25,2,18,"in Ausbildung",0,2,1,4.4,5,1,"1, 2, 3, 4, 6","Gibt subjektiv das Gefühl, mehr wissen zu können als ohne App ",2,NA,1,NA,NA,NA,NA,2,TRUE,TRUE,FALSE,TRUE,FALSE,"12","E","",""
